Geo,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4,Year
510310201021,0.277,0.352,0.258,0.113,2024
510310202001,0.346,0.339,0.277,0.038,2024
510310202002,0.335,0.256,0.352,0.057,2024
510310203001,0.581,0.224,0.091,0.104,2024
510310203002,0.23,0.248,0.505,0.017,2024
510310203003,0.202,0.306,0.359,0.133,2024
510310204011,0.32,0.369,0.252,0.059,2024
510310204021,0.235,0.399,0.319,0.047,2024
510310204022,0.214,0.391,0.261,0.134,2024
510310204031,0.297,0.384,0.246,0.073,2024
510310204032,0.266,0.343,0.287,0.104,2024
510310205001,0.256,0.3,0.323,0.121,2024
510310205002,0.489,0.169,0.244,0.098,2024
510310206001,0.461,0.246,0.275,0.018,2024
510310206002,0.37,0.452,0.141,0.037,2024
510310206003,0.458,0.309,0.157,0.076,2024
510310207001,0.392,0.269,0.235,0.104,2024
510310207002,0.394,0.447,0.095,0.064,2024
510310207003,0.566,0.224,0.184,0.026,2024
510310208001,0.433,0.32,0.209,0.038,2024
510310209001,0.309,0.335,0.323,0.033,2024
510310209002,0.314,0.432,0.223,0.031,2024
510310209003,0.552,0.329,0.088,0.031,2024
510330301001,0.284,0.08,0.248,0.388,2024
510330301002,0.168,0.352,0.285,0.195,2024
510330301003,0.262,0.154,0.42,0.164,2024
510330302011,0.108,0.274,0.385,0.233,2024
510330302021,0.302,0.267,0.322,0.109,2024
510330303001,0.234,0.395,0.286,0.085,2024
510330303002,0.542,0.106,0.269,0.083,2024
510330303003,0.202,0.336,0.401,0.061,2024
510330304001,0.424,0.205,0.207,0.164,2024
510330304002,0.221,0.3,0.18,0.299,2024
510330305011,0.148,0.371,0.335,0.146,2024
510330305012,0.252,0.206,0.442,0.1,2024
510330305021,0.419,0.254,0.268,0.059,2024
510330305022,0.21,0.479,0.232,0.079,2024
510330305023,0.05,0.322,0.457,0.171,2024
510330305031,0.526,0.167,0.157,0.15,2024
510330305032,0.613,0.149,0.141,0.097,2024
510330306001,0.282,0.314,0.275,0.129,2024
510330306002,0.255,0.313,0.333,0.099,2024
510350801001,0.356,0.325,0.26,0.059,2024
510350801002,0.473,0.226,0.177,0.124,2024
510350801003,0.367,0.317,0.25,0.066,2024
510350802001,0.432,0.227,0.269,0.072,2024
510350802002,0.445,0.333,0.213,0.009,2024
510350802003,0.361,0.341,0.135,0.163,2024
510350802004,0.16,0.368,0.444,0.028,2024
510350803001,0.664,0.216,0.105,0.015,2024
510350803002,0.428,0.458,0.101,0.013,2024
510350803003,0.316,0.362,0.304,0.018,2024
510350803004,0.614,0.285,0.071,0.03,2024
510350804011,0.556,0.242,0.173,0.029,2024
510350804012,0.277,0.53,0.077,0.116,2024
510350804021,0.484,0.301,0.202,0.013,2024
510350804022,0.537,0.192,0.232,0.039,2024
510350805011,0.42,0.21,0.327,0.043,2024
510350805012,0.53,0.224,0.215,0.031,2024
510350805021,0.536,0.159,0.272,0.033,2024
510350805022,0.245,0.363,0.383,0.009,2024
510350806011,0.376,0.357,0.198,0.069,2024
510350806012,0.406,0.299,0.265,0.03,2024
510350806031,0.66,0.145,0.187,0.008,2024
510350806032,0.65,0.107,0.167,0.076,2024
510350806033,0.468,0.354,0.144,0.034,2024
510350806041,0.332,0.394,0.222,0.052,2024
510366001001,0.221,0.364,0.323,0.092,2024
510366001002,0.293,0.332,0.228,0.147,2024
510366002001,0.257,0.397,0.272,0.074,2024
510366002002,0.369,0.314,0.278,0.039,2024
510366003001,0.341,0.274,0.193,0.192,2024
510366003002,0.2,0.285,0.358,0.157,2024
510379301011,0.385,0.352,0.177,0.086,2024
510379301012,0.586,0.283,0.085,0.046,2024
510379301021,0.338,0.298,0.292,0.072,2024
510379301022,0.355,0.269,0.346,0.03,2024
510379302001,0.286,0.259,0.372,0.083,2024
510379302002,0.336,0.214,0.438,0.012,2024
510379302003,0.528,0.139,0.284,0.049,2024
510379303001,0.512,0.369,0.08,0.039,2024
510379303002,0.405,0.202,0.247,0.146,2024
510379303003,0.554,0.25,0.18,0.016,2024
510411001061,0.163,0.174,0.345,0.318,2024
510411001062,0.045,0.348,0.479,0.128,2024
510411001071,0.409,0.344,0.188,0.059,2024
510411001072,0.647,0.267,0.066,0.02,2024
510411002061,0.133,0.259,0.608,0,2024
510411002062,0.333,0.259,0.317,0.091,2024
510411002063,0.065,0.515,0.42,0,2024
510411002064,0.05,0.282,0.408,0.26,2024
510411002065,0.502,0.388,0.093,0.017,2024
510411002081,0.047,0.255,0.32,0.378,2024
510411002082,0.077,0.228,0.376,0.319,2024
510411002091,0.499,0.392,0.101,0.008,2024
510411002092,0.239,0.27,0.416,0.075,2024
510411002093,0.055,0.194,0.453,0.298,2024
510411002094,0.264,0.518,0.177,0.041,2024
510411002101,0.241,0.445,0.272,0.042,2024
510411002111,0.341,0.398,0.261,0,2024
510411002112,0.407,0.521,0.072,0,2024
510411002121,0.487,0.352,0.131,0.03,2024
510411002122,0.278,0.526,0.159,0.037,2024
510411002123,0.4,0.491,0.094,0.015,2024
510411003001,0.457,0.259,0.202,0.082,2024
510411003002,0.351,0.35,0.299,0,2024
510411004031,0.047,0.261,0.35,0.342,2024
510411004032,0.324,0.194,0.252,0.23,2024
510411004033,0.777,0.114,0.043,0.066,2024
510411004034,0.583,0.18,0.183,0.054,2024
510411004035,0.033,0.236,0.495,0.236,2024
510411004041,0.412,0.447,0.112,0.029,2024
510411004042,0.505,0.326,0.123,0.046,2024
510411004051,0.633,0.221,0.092,0.054,2024
510411004052,0.199,0.458,0.274,0.069,2024
510411004061,0.738,0.166,0.096,0,2024
510411004071,0.66,0.171,0.169,0,2024
510411004072,0.353,0.192,0.35,0.105,2024
510411004073,0.233,0.403,0.316,0.048,2024
510411004091,0.243,0.16,0.413,0.184,2024
510411004092,0.23,0.224,0.418,0.128,2024
510411004093,0.204,0.332,0.367,0.097,2024
510411004094,0.062,0.378,0.392,0.168,2024
510411004095,0.07,0.307,0.495,0.128,2024
510411004101,0.401,0.227,0.269,0.103,2024
510411004102,0.581,0.212,0.186,0.021,2024
510411005051,0.172,0.396,0.364,0.068,2024
510411005052,0.148,0.266,0.434,0.152,2024
510411005053,0.136,0.126,0.503,0.235,2024
510411005054,0.45,0.408,0.142,0,2024
510411005055,0.105,0.233,0.492,0.17,2024
510411005061,0.03,0.496,0.243,0.231,2024
510411005062,0.214,0.09,0.451,0.245,2024
510411005063,0.696,0.291,0.013,0,2024
510411005064,0.008,0.108,0.652,0.232,2024
510411005065,0.079,0.148,0.437,0.336,2024
510411005071,0.152,0.407,0.28,0.161,2024
510411005072,0.107,0.189,0.392,0.312,2024
510411005073,0.144,0.332,0.26,0.264,2024
510411005081,0.124,0.305,0.323,0.248,2024
510411005082,0.323,0.285,0.344,0.048,2024
510411005091,0.026,0.153,0.605,0.216,2024
510411005092,0.273,0.102,0.434,0.191,2024
510411005093,0.189,0.249,0.36,0.202,2024
510411005094,0.081,0.179,0.413,0.327,2024
510411005101,0.191,0.468,0.19,0.151,2024
510411005102,0.143,0.486,0.27,0.101,2024
510411006001,0.273,0.346,0.247,0.134,2024
510411006002,0.25,0.25,0.25,0.25,2024
510411006003,0.343,0.491,0.137,0.029,2024
510411007011,0.318,0.322,0.29,0.07,2024
510411007012,0.388,0.291,0.25,0.071,2024
510411007013,0.499,0.23,0.232,0.039,2024
510411007014,0.324,0.169,0.237,0.27,2024
510411007021,0.324,0.172,0.389,0.115,2024
510411007041,0.094,0.317,0.432,0.157,2024
510411007042,0.153,0.381,0.264,0.202,2024
510411007043,0.096,0.373,0.295,0.236,2024
510411007051,0.126,0.449,0.32,0.105,2024
510411007052,0.135,0.18,0.494,0.191,2024
510411008041,0.447,0.137,0.334,0.082,2024
510411008042,0.399,0.227,0.237,0.137,2024
510411008043,0.1,0.251,0.567,0.082,2024
510411008051,0.235,0.414,0.28,0.071,2024
510411008052,0.207,0.418,0.355,0.02,2024
510411008053,0.316,0.247,0.32,0.117,2024
510411008054,0.176,0.286,0.45,0.088,2024
510411008061,0.428,0.504,0.068,0,2024
510411008062,0.301,0.266,0.4,0.033,2024
510411008071,0.197,0.221,0.47,0.112,2024
510411008121,0.165,0.325,0.385,0.125,2024
510411008122,0.29,0.288,0.316,0.106,2024
510411008123,0.145,0.102,0.396,0.357,2024
510411008141,0.153,0.251,0.453,0.143,2024
510411008142,0.219,0.326,0.425,0.03,2024
510411008151,0.133,0.408,0.307,0.152,2024
510411008152,0.141,0.325,0.35,0.184,2024
510411008161,0.108,0.456,0.307,0.129,2024
510411008162,0.171,0.263,0.476,0.09,2024
510411008163,0.301,0.263,0.399,0.037,2024
510411008171,0.33,0.412,0.243,0.015,2024
510411008172,0.222,0.212,0.439,0.127,2024
510411008181,0.248,0.273,0.331,0.148,2024
510411008182,0.1,0.112,0.541,0.247,2024
510411008191,0.353,0.457,0.19,0,2024
510411008192,0.095,0.43,0.33,0.145,2024
510411008193,0.271,0.158,0.34,0.231,2024
510411008201,0.515,0.153,0.257,0.075,2024
510411008202,0.019,0.311,0.266,0.404,2024
510411008211,0.271,0.283,0.375,0.071,2024
510411008212,0.056,0.123,0.309,0.512,2024
510411008213,0.21,0.273,0.41,0.107,2024
510411008221,0.135,0.182,0.532,0.151,2024
510411008222,0.07,0.123,0.294,0.513,2024
510411008223,0.243,0.267,0.346,0.144,2024
510411008231,0.173,0.297,0.33,0.2,2024
510411008232,0.332,0.354,0.255,0.059,2024
510411008233,0.144,0.239,0.472,0.145,2024
510411009021,0.158,0.098,0.491,0.253,2024
510411009022,0.152,0.227,0.217,0.404,2024
510411009023,0.03,0.159,0.589,0.222,2024
510411009071,0.149,0.283,0.391,0.177,2024
510411009072,0.195,0.258,0.418,0.129,2024
510411009101,0.119,0.191,0.307,0.383,2024
510411009102,0.104,0.381,0.507,0.008,2024
510411009103,0.134,0.272,0.469,0.125,2024
510411009104,0.148,0.356,0.403,0.093,2024
510411009121,0.029,0.206,0.372,0.393,2024
510411009122,0.151,0.328,0.46,0.061,2024
510411009123,0.21,0.294,0.387,0.109,2024
510411009124,0.056,0.275,0.439,0.23,2024
510411009151,0.322,0.401,0.214,0.063,2024
510411009152,0.197,0.353,0.362,0.088,2024
510411009191,0.197,0.477,0.237,0.089,2024
510411009192,0.113,0.28,0.503,0.104,2024
510411009193,0.258,0.328,0.345,0.069,2024
510411009201,0.324,0.342,0.228,0.106,2024
510411009211,0.406,0.197,0.37,0.027,2024
510411009212,0.169,0.324,0.415,0.092,2024
510411009213,0.04,0.475,0.421,0.064,2024
510411009214,0.218,0.327,0.368,0.087,2024
510411009221,0.136,0.43,0.391,0.043,2024
510411009222,0.176,0.294,0.44,0.09,2024
510411009223,0.604,0.095,0.044,0.257,2024
510411009231,0.131,0.138,0.581,0.15,2024
510411009232,0.186,0.442,0.277,0.095,2024
510411009241,0.079,0.255,0.37,0.296,2024
510411009242,0.08,0.077,0.262,0.581,2024
510411009261,0.238,0.398,0.116,0.248,2024
510411009262,0.08,0.138,0.16,0.622,2024
510411009263,0.13,0.153,0.147,0.57,2024
510411009264,0.069,0.076,0.211,0.644,2024
510411009281,0.158,0.338,0.241,0.263,2024
510411009282,0.301,0.271,0.267,0.161,2024
510411009283,0.362,0.172,0.287,0.179,2024
510411009291,0.192,0.191,0.525,0.092,2024
510411009292,0.036,0.24,0.385,0.339,2024
510411009293,0.065,0.142,0.207,0.586,2024
510411009294,0.098,0.442,0.201,0.259,2024
510411009301,0.094,0.295,0.546,0.065,2024
510411009302,0.108,0.051,0.457,0.384,2024
510411009311,0.065,0.329,0.407,0.199,2024
510411009312,0.019,0.131,0.354,0.496,2024
510411009313,0.251,0.125,0.482,0.142,2024
510411009321,0.121,0.315,0.343,0.221,2024
510411009322,0.013,0.16,0.456,0.371,2024
510411009331,0.323,0.439,0.226,0.012,2024
510411009332,0.229,0.421,0.312,0.038,2024
510411009341,0.151,0.274,0.412,0.163,2024
510411009342,0.362,0.322,0.221,0.095,2024
510411009343,0.598,0.259,0.108,0.035,2024
510411009344,0.299,0.255,0.365,0.081,2024
510411009351,0.103,0.164,0.228,0.505,2024
510411009352,0.018,0.092,0.13,0.76,2024
510411009361,0.143,0.201,0.194,0.462,2024
510411009362,0.132,0.125,0.302,0.441,2024
510411009371,0.24,0.223,0.321,0.216,2024
510411009372,0.158,0.123,0.485,0.234,2024
510411009381,0.117,0.321,0.25,0.312,2024
510411009382,0.059,0.062,0.207,0.672,2024
510411010031,0.101,0.232,0.185,0.482,2024
510411010032,0.048,0.13,0.353,0.469,2024
510411010033,0.035,0.184,0.276,0.505,2024
510411010034,0.029,0.549,0.174,0.248,2024
510411010041,0.129,0.2,0.447,0.224,2024
510411010042,0.02,0.221,0.4,0.359,2024
510411010043,0.097,0.126,0.497,0.28,2024
510411010071,0.109,0.069,0.617,0.205,2024
510411010072,0.167,0.149,0.384,0.3,2024
510411010073,0.089,0.181,0.327,0.403,2024
510411010081,0.041,0.148,0.368,0.443,2024
510411010082,0.15,0.206,0.423,0.221,2024
510411010091,0.363,0.175,0.418,0.044,2024
510411010092,0.093,0.007,0.33,0.57,2024
510411010093,0.144,0.171,0.357,0.328,2024
510411010111,0.042,0.305,0.533,0.12,2024
510411010112,0.04,0.302,0.447,0.211,2024
510411010121,0.254,0.175,0.451,0.12,2024
510411010122,0.156,0.237,0.522,0.085,2024
510411010123,0.246,0.413,0.226,0.115,2024
510411010131,0.052,0.464,0.345,0.139,2024
510411010132,0.105,0.077,0.436,0.382,2024
510411010141,0.049,0.172,0.504,0.275,2024
510411010151,0.06,0.119,0.493,0.328,2024
510411010152,0.028,0.109,0.265,0.598,2024
510411010153,0.094,0.217,0.405,0.284,2024
510430101011,0.294,0.11,0.416,0.18,2024
510430101012,0.22,0.179,0.309,0.292,2024
510430101013,0.381,0.28,0.214,0.125,2024
510430101021,0.132,0.129,0.412,0.327,2024
510430101022,0.096,0.148,0.415,0.341,2024
510430101023,0.131,0.295,0.312,0.262,2024
510430102001,0.193,0.401,0.209,0.197,2024
510430102002,0.228,0.096,0.273,0.403,2024
510430102003,0.05,0.127,0.533,0.29,2024
510430103001,0.14,0.369,0.293,0.198,2024
510430103002,0.182,0.293,0.241,0.284,2024
510450501001,0.518,0.192,0.27,0.02,2024
510450501002,0.096,0.447,0.393,0.064,2024
510450501003,0.354,0.175,0.259,0.212,2024
510450501004,0.262,0.336,0.304,0.098,2024
510479301011,0.112,0.316,0.374,0.198,2024
510479301012,0.165,0.305,0.313,0.217,2024
510479301031,0.138,0.151,0.338,0.373,2024
510479301032,0.223,0.282,0.364,0.131,2024
510479301033,0.251,0.132,0.408,0.209,2024
510479301041,0.062,0.272,0.419,0.247,2024
510479301042,0.166,0.17,0.34,0.324,2024
510479302021,0.104,0.301,0.511,0.084,2024
510479302022,0.137,0.258,0.4,0.205,2024
510479302023,0.14,0.362,0.272,0.226,2024
510479302031,0.013,0.57,0.322,0.095,2024
510479302032,0.234,0.159,0.365,0.242,2024
510479302033,0.112,0.205,0.38,0.303,2024
510479302041,0.153,0.29,0.361,0.196,2024
510479303001,0.479,0.291,0.164,0.066,2024
510479303002,0.452,0.253,0.23,0.065,2024
510479303003,0.108,0.194,0.564,0.134,2024
510479303004,0.451,0.12,0.256,0.173,2024
510479304001,0.374,0.157,0.223,0.246,2024
510479304002,0.245,0.214,0.386,0.155,2024
510479304003,0.265,0.276,0.322,0.137,2024
510479305011,0.158,0.48,0.158,0.204,2024
510479305012,0.154,0.372,0.296,0.178,2024
510479305013,0.18,0.323,0.379,0.118,2024
510479305021,0.15,0.511,0.208,0.131,2024
510479305022,0.412,0.301,0.194,0.093,2024
510479305023,0.247,0.193,0.434,0.126,2024
510499301011,0.483,0.173,0.096,0.248,2024
510499301012,0.625,0.264,0.071,0.04,2024
510499301013,0.295,0.256,0.271,0.178,2024
510499301021,0.391,0.274,0.133,0.202,2024
510499301022,0.379,0.423,0.172,0.026,2024
510499302001,0.269,0.458,0.2,0.073,2024
510499302002,0.355,0.217,0.38,0.048,2024
510499302003,0.463,0.309,0.153,0.075,2024
510510401001,0.491,0.351,0.123,0.035,2024
510510401002,0.441,0.352,0.206,0.001,2024
510510401003,0.348,0.226,0.374,0.052,2024
510510401004,0.601,0.241,0.123,0.035,2024
510510402001,0.515,0.262,0.206,0.017,2024
510510402002,0.565,0.286,0.134,0.015,2024
510510402003,0.52,0.357,0.086,0.037,2024
510510403001,0.428,0.405,0.161,0.006,2024
510510403002,0.505,0.341,0.088,0.066,2024
510510403003,0.422,0.229,0.299,0.05,2024
510510403004,0.654,0.287,0.059,0,2024
510510403005,0.428,0.44,0.132,0,2024
510510404001,0.506,0.123,0.371,0,2024
510510404002,0.61,0.177,0.115,0.098,2024
510510404003,0.657,0.208,0.12,0.015,2024
510510404004,0.604,0.325,0.047,0.024,2024
510538401011,0.147,0.376,0.348,0.129,2024
510538401012,0.458,0.292,0.193,0.057,2024
510538401021,0.362,0.356,0.219,0.063,2024
510538401022,0.278,0.218,0.419,0.085,2024
510538401023,0.468,0.124,0.268,0.14,2024
510538402001,0.159,0.213,0.469,0.159,2024
510538402002,0.318,0.353,0.26,0.069,2024
510538402003,0.226,0.135,0.379,0.26,2024
510538403001,0.278,0.31,0.335,0.077,2024
510538403002,0.491,0.286,0.192,0.031,2024
510538403003,0.108,0.503,0.378,0.011,2024
510538403004,0.239,0.244,0.407,0.11,2024
510538404001,0.349,0.339,0.256,0.056,2024
510538405001,0.418,0.308,0.217,0.057,2024
510538405002,0.227,0.345,0.237,0.191,2024
510538406011,0.217,0.201,0.413,0.169,2024
510538406012,0.28,0.313,0.28,0.127,2024
510538406021,0.502,0.11,0.292,0.096,2024
510538406022,0.339,0.346,0.315,0,2024
510539801001,0.25,0.25,0.25,0.25,2024
510579506001,0.6,0.159,0.154,0.087,2024
510579506002,0.339,0.305,0.226,0.13,2024
510579506003,0.342,0.311,0.278,0.069,2024
510579507001,0.285,0.406,0.273,0.036,2024
510579507002,0.43,0.257,0.231,0.082,2024
510579507003,0.617,0.282,0.101,0,2024
510579508001,0.225,0.095,0.477,0.203,2024
510579508002,0.355,0.479,0.16,0.006,2024
510579508003,0.493,0.194,0.214,0.099,2024
510594151001,0,0,0.249,0.751,2024
510594151002,0.145,0.392,0.158,0.305,2024
510594151003,0.016,0.047,0.245,0.692,2024
510594152001,0.152,0.097,0.324,0.427,2024
510594152002,0.229,0.484,0.218,0.069,2024
510594152003,0.128,0.32,0.346,0.206,2024
510594152004,0.029,0.043,0.278,0.65,2024
510594153001,0.013,0.148,0.29,0.549,2024
510594153002,0.136,0.292,0.341,0.231,2024
510594153003,0.111,0.366,0.305,0.218,2024
510594154011,0.014,0.123,0.353,0.51,2024
510594154012,0.378,0.344,0.223,0.055,2024
510594154013,0.616,0.091,0.187,0.106,2024
510594154021,0,0.11,0.149,0.741,2024
510594154022,0.147,0.134,0.135,0.584,2024
510594154023,0.252,0.215,0.315,0.218,2024
510594155001,0.062,0.199,0.308,0.431,2024
510594155002,0.029,0.148,0.307,0.516,2024
510594155003,0.176,0.032,0.31,0.482,2024
510594155004,0.528,0.21,0.047,0.215,2024
510594156001,0.044,0.042,0.187,0.727,2024
510594156002,0.091,0.022,0.135,0.752,2024
510594157001,0.069,0.05,0.208,0.673,2024
510594157002,0.066,0.082,0.257,0.595,2024
510594158001,0.019,0.076,0.361,0.544,2024
510594158002,0.067,0.081,0.237,0.615,2024
510594158003,0.059,0.137,0.162,0.642,2024
510594159001,0.046,0.15,0.2,0.604,2024
510594159002,0.062,0.099,0.307,0.532,2024
510594160001,0.137,0.156,0.244,0.463,2024
510594160002,0.397,0.145,0.276,0.182,2024
510594160003,0.018,0.074,0.396,0.512,2024
510594161001,0.049,0.097,0.335,0.519,2024
510594161002,0.132,0.203,0.183,0.482,2024
510594162001,0.002,0.177,0.719,0.102,2024
510594162002,0.044,0.451,0.402,0.103,2024
510594163001,0.094,0.194,0.24,0.472,2024
510594163002,0.038,0.19,0.315,0.457,2024
510594201001,0.096,0.195,0.525,0.184,2024
510594201002,0.078,0.168,0.351,0.403,2024
510594202011,0.013,0.064,0.265,0.658,2024
510594202012,0.079,0.111,0.157,0.653,2024
510594202013,0.072,0.256,0.324,0.348,2024
510594202021,0.068,0.163,0.556,0.213,2024
510594202022,0.114,0.164,0.587,0.135,2024
510594202031,0.034,0.101,0.323,0.542,2024
510594203001,0.078,0.088,0.301,0.533,2024
510594203002,0.04,0.163,0.316,0.481,2024
510594203003,0,0.296,0.166,0.538,2024
510594203004,0,0,0.428,0.572,2024
510594204001,0.156,0.215,0.337,0.292,2024
510594204002,0.229,0.455,0.306,0.01,2024
510594205011,0.136,0.315,0.315,0.234,2024
510594205021,0.057,0.322,0.304,0.317,2024
510594205022,0.048,0.345,0.531,0.076,2024
510594205031,0.09,0.301,0.379,0.23,2024
510594205032,0.118,0.188,0.303,0.391,2024
510594205033,0.358,0.499,0.124,0.019,2024
510594206001,0.053,0.202,0.353,0.392,2024
510594206002,0.167,0.391,0.367,0.075,2024
510594206003,0.101,0.188,0.371,0.34,2024
510594207001,0.067,0.207,0.31,0.416,2024
510594207002,0.035,0.117,0.239,0.609,2024
510594208001,0.065,0.318,0.375,0.242,2024
510594208002,0.062,0.151,0.351,0.436,2024
510594208003,0.014,0.158,0.239,0.589,2024
510594210011,0.059,0.155,0.362,0.424,2024
510594210021,0.108,0.215,0.536,0.141,2024
510594210022,0.061,0.1,0.261,0.578,2024
510594210023,0.358,0.349,0.12,0.173,2024
510594211011,0,0.021,0.165,0.814,2024
510594211012,0.02,0.133,0.522,0.325,2024
510594211013,0.029,0.071,0.294,0.606,2024
510594211021,0.32,0.123,0.279,0.278,2024
510594211022,0.035,0.142,0.31,0.513,2024
510594211031,0,0.301,0.283,0.416,2024
510594211032,0.056,0.115,0.339,0.49,2024
510594211033,0.071,0.228,0.305,0.396,2024
510594211034,0.081,0.27,0.354,0.295,2024
510594212001,0.03,0.134,0.362,0.474,2024
510594213001,0.071,0.114,0.414,0.401,2024
510594213002,0.064,0.252,0.333,0.351,2024
510594214001,0.062,0.044,0.579,0.315,2024
510594214002,0.47,0.316,0.177,0.037,2024
510594214003,0.631,0.194,0.129,0.046,2024
510594214004,0.014,0.231,0.613,0.142,2024
510594214005,0.121,0.665,0.19,0.024,2024
510594215001,0.073,0.062,0.527,0.338,2024
510594215002,0.318,0.252,0.36,0.07,2024
510594215003,0.454,0.398,0.148,0,2024
510594215004,0.577,0.305,0.118,0,2024
510594216001,0.277,0.381,0.186,0.156,2024
510594216002,0.148,0.476,0.343,0.033,2024
510594216003,0.08,0.464,0.348,0.108,2024
510594217011,0.317,0.378,0.226,0.079,2024
510594217012,0.235,0.095,0.455,0.215,2024
510594217021,0.09,0.297,0.409,0.204,2024
510594217022,0.028,0.167,0.56,0.245,2024
510594218001,0.232,0.283,0.362,0.123,2024
510594218002,0.351,0.331,0.291,0.027,2024
510594218003,0.091,0.149,0.502,0.258,2024
510594219001,0.074,0.226,0.538,0.162,2024
510594219002,0.11,0.479,0.371,0.04,2024
510594219003,0.146,0.361,0.414,0.079,2024
510594220001,0.094,0.165,0.25,0.491,2024
510594220002,0.132,0.204,0.304,0.36,2024
510594221011,0.093,0.062,0.514,0.331,2024
510594221012,0.062,0.167,0.472,0.299,2024
510594221013,0.385,0.377,0.17,0.068,2024
510594221014,0.093,0.217,0.442,0.248,2024
510594221021,0.128,0.205,0.248,0.419,2024
510594221022,0,0.104,0.364,0.532,2024
510594221023,0.152,0.31,0.538,0,2024
510594221024,0.02,0.248,0.473,0.259,2024
510594222011,0.069,0.151,0.284,0.496,2024
510594222012,0.086,0.066,0.358,0.49,2024
510594222021,0.258,0.166,0.356,0.22,2024
510594222022,0.039,0.077,0.415,0.469,2024
510594222023,0.058,0.155,0.317,0.47,2024
510594223011,0.105,0.304,0.349,0.242,2024
510594223012,0.081,0.182,0.173,0.564,2024
510594223021,0.185,0.065,0.129,0.621,2024
510594223022,0.095,0.304,0.126,0.475,2024
510594223023,0.064,0.121,0.572,0.243,2024
510594223024,0.445,0.106,0.26,0.189,2024
510594224011,0.136,0.283,0.545,0.036,2024
